Name,Species,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Pookie Bear,Dog,Jindo mix,Male,Young Adult,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Pookie Bear (or just Pookie) is a 3 year old sweetheart who is AMAZING with people, kids, and other dogs. He's the definition of a gentle, social, lovable companion who wants nothing more than to be part of a family.  Despite his big, cuddly name, Pookie is all softness and charm. He greets everyone with a happy spirit, a wagging tail, and the kind of sweetness that melts your heart instantly. He's currently working on his leash training and doing great! He's eager to learn, eager to please, and always trying his best.  If you're looking for a kind, friendly, loving dog who fits beautifully into just about any home, Pookie Bear is your guy. He's ready to bring joy, snuggles, and warm fuzzy feelings to his forever family.",https://post.rescueme.org/26-02-25-00248
Ruby,Dog,Australian Cattle Dog mix,Female,Adult,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Ruby may be 9 years young, but you'd truly never know it. She's full of pep, joy, and sweetness. She knows her basic commands and is doing great learning to walk calmly on leash, proving that age is just a number. Ruby enjoys playing with other dogs (even the big ones) and absolutely adores snuggle time. She's only 44 lbs and is just as happy curling up next to you as she is relaxing in her own bed when she wants a little space.  Ruby sleeps peacefully through the night in her crate and is comfortable spending a few hours there during the day. She loves lounging in the backyard, soaking up the sunshine, and enjoys a good treat (or two!). True to her years, she has excellent house manners and doesn't chew on things she shouldn't.  Whoever is lucky enough to adopt Ruby will truly be hitting the jackpot. She's affectionate, easygoing, and ready to bring so much love into her forever home.",https://post.rescueme.org/26-02-25-00246
Robbin,Dog,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Robbin is a happy, outgoing puppy with a heart as big as her personality. This girl is confident, social, and truly believes everyone she meets is already her friend. She loves playtime, toys, and exploring the world around her with curiosity and excitement.  Robbin enjoys being around people, does wonderfully with other dogs, and would thrive in a home with kids and even cats. She's eager to learn, enjoys positive reinforcement, and will benefit from continued training and socialization as she grows.  Robbin is the kind of puppy who will grow into a well-rounded, affectionate family dog and one who's always ready for adventure, playtime, and snuggles at the end of the day.  Est DOB 10/17/25",https://post.rescueme.org/26-02-25-00244
Cali,Dog,Doberman Pinscher / German Shepherd,Female,Puppy,Riverside County,No,Good,Unknown,Good,High,Average,Yes,Yes,"Cali is an absolutely beautiful girl with a heart of gold and a whole lot of love to give. She's sweet, social, and affectionate when she is with her family and at home, and while she can be shy at first with strangers (especially in her home) or in busy environments, a treat and a few moments of kindness are all it takes for her to warm right up and become your new best friend.  Cali is a smart girl who already knows commands like sit, down, and come. She walks well on leash, is house trained, crate trained, and rides nicely in the car (though she may get a little car sick from time to time). She loves attention, enjoys meeting people, and is great with kids.  She truly shines in active environments. Cali loves other dogs, enjoys the dog park, and would thrive in a home with another playful canine companion or a family committed to daily walks, adventures, and maybe even hikes. She's playful, outgoing, and brings joy wherever she goes.  If you're looking for a loving, fun, and loyal companion who's ready to be part of your everyday life, Cali is ready to meet you!!  Est DOB 3/9/25",https://post.rescueme.org/26-02-25-00241
Cassian,Dog,Lab / German Shepherd,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Cassian is playful, goofy, and full of life. He loves romping around with his siblings and enjoys every moment of puppyhood. He's outgoing, social, and happiest when he's part of the action. Cassian will be a fantastic fit for a family looking for an energetic, loving dog to grow up alongside them.  Est DOB 11/21/25",https://post.rescueme.org/26-02-25-00240
Jake,Dog,Pit Bull mix,Male,Young Adult,Riverside County,No,Good,Unknown,Not Good,Unknown,Unknown,Yes,Yes,"URGENT FOSTER/ADOPTER NEEDED! TWO VIDEO LINKS INCLUDED! Meet Jake, the Irresistible Pittie with a Dash of Hilarity! Jake has been stuck in boarding for two long years, waiting for his forever home. He's been through so much and deserves a family of his own, where he can finally feel safe and loved.  Jake needs to be the only dog in the home, but he's all the love and joy you'll need! His personality is one-of-a-kind- his zoomies are the cutest, as he spins in tight little circles, full of excitement. And when you're sitting down, he loves to nudge his face through your legs like a little ottoman, showing how much he craves closeness.  Jake is more than just a survivor- he's a wiggly bundle of joy who can't resist leaning in for those heartwarming pets. But here's the fun twist, he's got a hilarious side too! Jake's legendary zoomies will leave you in stitches and brighten up your days.  Here's why Jake is the perfect addition to your family: Jake is overflowing with love and affection. His heartwarming, wiggly greetings will melt your heart. But wait, there's more! Jake's zoomies are the stuff of legends. When he bursts into those playful, lightning-fast sprints, you won't be able to hold back your laughter. Jake's friendly nature extends to being a pro at obedience. He responds to commands, comes when called, and is great on leash. He's not just a joy to be around, he's a well-mannered companion. Jake's guilty pleasure? Starbucks puppuccinos! He knows how to savor the finer things in life. At approximately 3 years old and housebroken, Jake is the perfect size to fit into your heart and home. He's longing for a chance at a happy, pain-free life, and he truly deserves it.  Jake has so many adorable quirks that make him special, and his fun, loving nature will bring endless joy to any home. He's waited far too long, please help him find the family he's been longing for by sharing his story.  If you're ready to make Jake's dreams come true by offering him a loving home filled with heartwarming pets and endless laughter from his zoomies, please get in touch with Jennifer Newman with Pumpkin Pawz Rescue at 1(714) 366-8170. Rest assured, our adoption process ensures a 100% match to guarantee Jake's happiness in his forever home. Don't miss the opportunity to change Jake's life and let him fill your home with love and hilarity!  2ND VIDEO LINK: https://youtu.be/9knPlIHFnEQ",https://post.rescueme.org/26-02-25-00232
Luca,Dog,German Shepherd / Siberian Husky,Male,Puppy,Riverside County,No,Good,Unknown,Good,Unknown,Unknown,Yes,Yes,"Meet Luca, a striking 1 1/2 year old Shepherd/Husky mix with the most mesmerizing blue eyes. Luca's Story: Found wandering loose at the corner of Nandina and Cole Ave in Riverside, Luca had been surviving alone for four days, narrowly avoiding traffic and coyotes. He was terrified but accepted treats from our hands, hinting at the gentle soul within. Despite multiple rescue attempts, it took professional trainer Nathalie and her team two hours to finally catch him- using patience, skill, and pure determination. Exhausted, Luca finally laid down and surrendered to safety. With no chip or ID, we suspect he was dumped, yet he remained in the same spot, faithfully waiting for an owner who never came. What Makes Luca So Special: Gentle & Sweet: Initially shy, Luca warms up quickly once he feels safe. He loves to be petted. Good on Leash: He walks nicely and is already crate trained. Well-Mannered: Luca learned to sit on command and comes when called, showcasing his sweet, submissive nature. Social & Non-Reactive: He's non-reactive around other dogs and adapts well to new people. Resilient Spirit: Despite a rough start, he's laid back and ready to embrace a life filled with love and care. His foster says he's no trouble at all. Luca is up-to-date on vaccines, chipped, and neutered. He needs a forever home- a safe place where he can feel secure and blossom into the loving companion he truly is.  Will you be the one to give Luca the security and love he deserves? If you have room in your heart and home to offer Luca, please contact Jennifer with Pumpkin Pawz Rescue at +1 (714) 366-8170 (text is best). Please share this post everywhere and help us find him the forever home he needs. Thank you for your kindness and support!",https://post.rescueme.org/26-02-25-00231
Dylan,Dog,Mastiff mix,Male,Puppy,Riverside County,No,Good,Unknown,Good,Unknown,Unknown,Yes,Yes,"VIDEO LINK INCLUDED: In January, this sweet, gentle boy's world fell apart and he was taken to a shelter where his furry sister was adopted without him.   Dylan is a male Mastiff mix. SO incredibly handsome. Gentle, sweet soul. Takes treats softly and politely. Loves yummy snacks. Rides great in the car. Despite everything he's been through, he is still loving, still kind, still trusting. He deserves warmth, safety, and a family who won't leave him behind again.  If you want to adopt Dylan, please contact Jennifer with Pumpkin Pawz Rescue at (714) 366-8170. PHOTOS & VIDEOS: https://myalbum.com/album/GL4z8GxmiB3knT/",https://post.rescueme.org/26-02-25-00229
Gunner,Dog,American Bulldog mix,Male,Young Adult,Riverside County,No,Good,Unknown,Good,Unknown,Unknown,Yes,Yes,"URGENT: Gunner Needs a Foster or Forever Home by FEBRUARY 28th! Meet Gunner: Certified Goofball & Heart-Melter. This handsome hunk is Gunner, a 4-year-old American Bulldog mix with a heart of gold and the comedic timing of a stand-up pro. Gunner urgently needs a new foster or forever home. His current foster is selling her home and moving, and Gunner must have placement secured by February 28th. Gunner came to us after his devoted human, who was unhoused, was incarcerated. Now he's ready for a new chapter filled with belly rubs, snacks, and toys. SO MANY TOYS. This boy is LOADED with personality! He keeps us laughing daily with his silly expressions, zoomie sprints, and dramatic 'I deserve another treat' performances. He's: Sweet as sugar. Goofy as heck. Ridiculously photogenic. Obsessed with his toy collection. A total snack connoisseur. Gunner would prefer to be your one and only pet- more love (and snacks) just for him! Please help us save Gunner. If you can foster, foster-to-adopt, or adopt, please reach out ASAP to Jennifer at Pumpkin Pawz Rescue: (714) 366-8170 (text is best). Let's find this sweet soul the safe, loving home he deserves. Please share. Time is critical.",https://post.rescueme.org/26-02-25-00228
Cleo,Dog,German Shepherd / Belgian Malinois,Female,Young Adult,Riverside County,No,Good,Unknown,Good,Unknown,Unknown,Yes,Yes,"CLEO NEEDS A FOSTER OR ADOPTER BY FEBRUARY 28TH OR SHE HAS NOWHERE TO GO! Cleo didn't choose this life. She wandered into a stranger's yard- thin, exhausted, and clearly surviving on her own for far too long. No chip. No collar. No one looking for her. She was left behind and now she is facing being displaced again. Her current foster can no longer keep her because she is moving and without a foster or adopter secured by FEBRUARY 28TH, Cleo will have nowhere safe to go. We are running out of time for this girl. Cleo is a 2.5-year-old Shepherd mix with the sweetest, most loving heart. Loves being petted and close to her people. Smart and eager to please. Knows to sit. Walks nicely on leash. Housebroken. Does well with dogs her size with proper introductions. Absolutely adores people. She is ready to love someone with her whole heart. She just needs someone to give her that chance. This is critical. We urgently need a committed foster, foster-to-adopt, or adopter who can step up before the deadline. Cleo deserves warmth, safety, and stability- not another uncertain future. Please if you have room in your home and heart, step forward NOW. Contact Jennifer with Pumpkin Pawz Rescue immediately at (714) 366-8170 (text is best). Time is running out. February 28th is coming fast. PLEASE SHARE. EVERY SHARE COULD SAVE HER LIFE. It truly takes a village. Let's not let Cleo down! SECOND VIDEO: https://youtu.be/4n546tRbWTo?feature=shared",https://post.rescueme.org/26-02-25-00227
XILO,Dog,Bull Terrier,Male,Adult,Riverside County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Weight  - 52lbs  This senior loves people but needs to be the only 4 legged child. He needs not a lot other than your attention. He is looking for a foster home that will provide a couch, love, attention and alot of snacks. We pay for medical and needs.",https://post.rescueme.org/26-02-25-00226
Salem,Dog,Jack Russell / Dachshund,Female,Young Adult,San Bernardino County,No,Good,Unknown,Good,High,Submissive,Yes,Yes,"Hello, the dog I have described is my lovely dachshund/Jack Russel Terrier mix. Unfortunately due to life changes I am unable to keep her, and I am rehoming her for 125 to make sure she gets to a good home. Please reach out to me for more information, thank you.",https://post.rescueme.org/26-02-25-00218
GENEVIEVE,Dog,Bull Terrier,Female,Young Adult,Riverside County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Weight 48 lbs  Genevieve is very playful, now working on her obedience training. She is extremely people friendly and loves to hang out, go for long walks",https://post.rescueme.org/26-02-25-00211
Theo (Courtesy Post),Dog,Siberian Husky / Pit Bull,Male,Young Adult,Orange County,No,Good,Good,Good,Average,Dominant,Yes,Yes,"NOTE: This is a courtesy post. If you are interested in adopting Theo, please email us and we will put you in touch with his current caretaker.  Adopt Theo! ��%90%BE  He is a 65 lb neutered male, pitsky mix. 5 yrs old and up to date on all vaccinations.  The perfect mix of calm and playful, this darling boy is being fostered by me after tragically losing his owner in a car accident. He checks all the boxes:  - Potty, leash, and crate trained - Gentle with kids - Great with other dogs (though he will love being the solo dog and soak up all the attention!) - Beach lover and hiking buddy - Doesn't like cats :(  Theo is that dog who wants to be a part of the action - whether it is a single person looking for their best friend or a family with kids who needs a playful shadow. He is affectionate, easygoing, and loves being where his people are.  Location: Irvine, CA but I can travel for meet and greets to LA and SD counties.  * Please only reach out if you/your partner work from home or spend little time outside the home. He deserves that!",https://post.rescueme.org/26-02-25-00207
Oso,Dog,Corgi mix,Male,Adult,Los Angeles County,No,Good,Good,Not Good,Average,Average,Yes,Unknown,"Rescue Me photo upload isn't work so email me and I can send you photos of Oso.  Oso is a 6-year-old tricolor Corgi mix neutered male.  He weighs about 32 lbs. and is current on shots and microchipped.  He was rescued from the San Pedro Harbor Shelter and is housebroken and good with small dogs.  Not good with kids or large dogs.  Available to a family that has experience with corgis. So, if adopter has visiting grandkids that also would not be ideal.   He enjoys toys and does require some leash work as he pulls.  Oso is great with small dogs, both genders, is a happy camper in his foster home and we are looking for an adoptive home preferably in the Southbay area of Los Angeles or LA or OC Counties.  Will consider other areas.  However, an adopter would need to complete a pre adopt ap, do a meet/greet in the Southbay area (Torrance) and we would have a homeck done either by me or a colleague.",https://post.rescueme.org/26-02-25-00205
Bandit,Dog,Australian Cattle Dog,Male,Young Adult,Solano County,No,Good,Good,Good,High,Dominant,No,Yes,"Blue healer. High energy , needs work, great if you have land for him to protect.    Does jump, and strong. I",https://post.rescueme.org/26-02-25-00201
Dice,Dog,American Staffordshire Terrier / Boxer,Male,Puppy,Los Angeles County,No,Good,Good,Good,Average,Average,Yes,Unknown,"Meet Dice, a loving and loyal young pup with a heart as big as his playful spirit! This funny guy is a bundle of affection, always ready to snuggle up and shower you with love.   Poor guy was sick in the shelter. Outta the Cage rescued him in the nick of time, getting him to our vet to treat him for pneumonia. Thank goodness he made a full recovery! Dice now has all his vaccinations, is microchipped, and just needs his forever home.  Until then, our 2-year-old Staffie mix is now happily staying with trainer John. Dice is chill, social, and playful. He loves sunshine, easy walks, and quality time with his humans. He's ready for a new beginning.  Dice would thrive in a home with indoor-outdoor access and calm doggie friends. He is crate-trained and house-trained. While he gets along with dogs of all sizes, he was a little intense with a test cat.  Dice attaches very closely with his humans, so someone who is home a lot and can make Dice their best buddy would be the ideal adopter for him. Don't worry, he'll pay you back with kisses!  Dice is an all-around amazing dog who just wants to find his forever home and be your loyal sidekick. Could you be the one he's been waiting for? Come meet Dice and find out!  P.S.: Dice comes with a free training session and a crate!",https://post.rescueme.org/26-02-25-00199
Quinn,Dog,Australian Cattle Dog / Border Collie,Female,Puppy,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Quinn is a 1 year old Cattle Dog mix (with a dash of Border Collie, perhaps) who is friendly, playful, and absolutely full of heart. She is house- and crate-trained, loves her toys, and gets along beautifully with other dogs. After front-leg surgery, Quinn has bounced back with a full recovery and now walks and runs like the carefree young dog she was always meant to be.  Quinn will thrive in a home where she can be part of everyday life-hanging out with her people, joining in on adventures, and soaking up all the love. She is great with other dogs and kiddos; cats are unknown.  Please come meet Quinn and give this sweet, resilient girl the forever home she deserves.  Quinn is currently in foster in Reseda (a suburb of L.A.). Please reach out if you'd like to meet your new best friend and family dog!",https://post.rescueme.org/26-02-25-00195
Valentina,Dog,American Staffordshire Terrier / Dachshund,Female,Adult,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"We met Valentina at the shelter after she was surrendered for 'no time.'  No time.  For an 8-year-old Staffordshire terrier who has done nothing but love her people her whole life.  When we met her, she looked at us with soft, hopeful eyes - and we simply couldn't believe it. A dog like Valentina doesn't need less time. She deserves more of it. More love. More comfort. More belonging.  She wasn't in the best shape when she arrived. There were lumps and bumps that had clearly been there a while, and a painful mouth that made it hard to smile. So we made a promise to her.  An outside vet removed her masses (all benign - thank goodness!) and gave her some much-needed dental relief, extracting five painful teeth. And you know what?  She feels better.  You can see it in the way she carries herself. In the gentle tail wag. In the way she leans into you and lets out that deep, contented sigh.  Valentina is not a high-octane dog. She is a steady, soulful companion.  She's lovely with calm dogs her size (no puppies or chaos for this lady - she's earned her peace). She bonds deeply with her people and will happily follow you around the yard while you plant spring flowers, keeping quiet watch like the devoted friend she is.  She's happiest on peaceful leash walks, lounging nearby, or enjoying a polite game of tennis ball. She prefers a calm environment and would thrive as an only dog or with a gentle canine companion who respects her space.  Valentina would be wonderful in a family with a relaxed lifestyle, or with older adults who simply want a loyal sidekick and warm presence in the home.  She lost her family once because someone didn't have 'time.'  Now she's looking for someone who understands that the best years of a dog's life aren't behind her - they're the ones spent feeling safe, cherished, and home.  Valentina has plenty of love left to give. She's just waiting for someone who has the time to receive it. ����",https://post.rescueme.org/26-02-25-00191
Frisbee,Dog,German Shepherd,Male,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Meet Frisbee, a gentle and dignified young boy with an athletic build and a heart of gold. With his friendly and quiet nature, Frisbee is the perfect companion for those who enjoy the great outdoors. He loves nothing more than exploring nature, whether it's hiking through the woods or running alongside your bike.   Frisbee is a Panda German Shepherd (yes, it's a breed!). He's smart, always up for an adventure, and eager to please his humans. His gentle spirit and friendly demeanor will quickly win your heart. Come meet Frisbee today and take the first step towards a lifetime of adventures and memories with your new loyal companion!  Adoption application: https://outtathecage.org/apply",https://post.rescueme.org/26-02-25-00185
Marzano,Dog,American Staffordshire Terrier / German Shepherd,Male,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Marzano may no longer be as petite as the tomato he was named after, but he's still just as sweet! This handsome 1 year old boy weighs about 55 pounds and is overflowing with friendliness, affection, and joy.  Marzano is confident, outgoing, and truly adores everyone he meets. He's never met a stranger, especially if they have treats! He loves making new friends, both human and canine, and does wonderfully with other dogs. He enjoys playtime with his dog buddies and is even a fan of dog parks, where his playful, social personality really shines.  He enjoys going for walks and is learning to walk more politely on leash as he continues his training. Marzano was raised around young children and has proven to be a gentle, loving companion with families.  Marzano would thrive in a home where someone is around often or with an adopter who understands mild separation anxiety as he continues to settle into his routine. He does well with his crate (some protesting at first) and benefits from consistency, reassurance, and structure.  If you're looking for a sweet, social, happy go lucky dog who will greet every day (and every person) with enthusiasm and love, Marzano is truly a very good boy ready to find his forever home.  Est DOB 1/12/25",https://post.rescueme.org/26-02-25-00181
Zoey,Dog,Shih Tzu mix,Female,Senior,Los Angeles County,No,Good,Good,Good,Average,Average,Yes,Yes,"Meet Zoey!  Besides being almost unbearably cute, Zoey is a sweet girl who gets along well with other dogs and cats.  At 12-years old and 11-lbs, Zoey is a great walking partner who still has a lot of spunk. She rides nicely in the car and is housetrained. Her foster mom reports that she's super easy and well-behaved. Zoey has been fully vetted including bloodwork and x-rays. No dental was necessary because Zoey has no teeth.  Zoey is up-to-date on shots, spayed and microchipped.   Adoption process includes application, interview, home visit, contract and donation. If you are interested in Zoey, please go to our website at homeforeverylivingpet.org and fill out an application.   Los Angeles and surrounding area adoptions only.",https://post.rescueme.org/26-02-25-00178
Theo,Dog,Pit Bull / White Shepherd,Male,Young Adult,Orange County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Meet Theo!  He is a 65 lb neutered male, pitsky mix who is 5 yrs old. The perfect mix of calm and playful, this darling boy is being fostered by me after tragically losing his owner in a car accident. He checks all the boxes:  - Potty, leash, and crate trained - Gentle with kids - Great with other dogs (though he will love being the solo attention center!) - Beach lover and hiking buddy  Theo is that dog who wants to be a part of the action - whether it is a single person looking for their best friend or a family with kids who needs a playful shadow. He is affectionate, easygoing, and loves being where his people are.  Location: Irvine, CA but I can travel for meet and greets to LA and SD counties.  * Please only reach out if you/your partner work from home or spend little time outside the home. He deserves that!",https://post.rescueme.org/26-02-25-00176
Leah,Dog,Corgi,Female,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Dominant,Yes,Yes,"Rescue Me's Photo upload isn't working so send an email and I'll see photos of Leah to you.Rescued a 4-year-old brown/white female corgi with an interesting tail (purebred though just tail never docked a la naturale) from the San Pedro Harbor Shelter on 2/20.  She was spayed on 2/21 and is in foster care with me.  She loves to play ball but must be low key for 14 days after her surgery, basically potty time.  She enjoys walks and has a good appetite.  She is current on all her shots and microchipped.  She would probably be okay with older kids 11 and up and has a medium energy level.  She needs an adopter that has a corgi background, will take her to training.  She is housebroken and likes balls and other toys.  She is crate trained as well.  If interested in meeting her, send me a pm.    I am looking for a home in the southbay area of Los Angeles or open to LA and OC counties as well.  Here are some shelter photos of her.  Her name is Leah and she did have a litter sometime back. She weighs 22 lbs.   Was an owner surrender at the shelter along with a french bulldog and a pug, all females.  Suspect this was a 'backyard breeder' but his landlord had issues and/or he was moving, not sure.  Adoption process.  First a meet/greet, then completion of a preadoption ap and a two-week trial period.  There is an adoption donation and a adoption contract.  Looking for a youthful adopter no older than 65.",https://post.rescueme.org/26-02-25-00168
,Dog,Lab mix,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Submissive,No,Unknown,"Found this puppy near the I-10. I believe she was dumped. I have posted her online and have not received any hits, she does not have a microchip. She is a typical puppy who likes to play and is submissive and friendly with all my animals. I have too many so can't keep her. I believe she's a lab mix, and approximately 6 months old.",https://post.rescueme.org/26-02-25-00164
Apollo,Dog,German Shepherd / Siberian Husky,Male,Young Adult,Ventura County,Yes,Unknown,Good,Not Good,High,Submissive,Yes,Yes,Aggressive with other dogs and especially on leash.  Cannot be taken to a dog park.  Has bitten other dogs.  Needs an experienced owner ideally without children in the home.  I have seen him in training sessions and he wants to please but he needs someone who is experienced AND who has time to train.  Has serious potential to be a well-behaved dog with the right person and some TLC.,https://post.rescueme.org/26-02-25-00155
Atlas,Dog,Australian Kelpie / German Shepherd,Male,Young Adult,Ventura County,Yes,Unknown,Good,Not Good,High,Dominant,Yes,Yes,Aggressive with other dogs and especially on leash.  Cannot be taken to a dog park.  Needs an experienced owner ideally without children in the home.  I have seen him in training sessions and he wants to please but he needs someone who is experienced AND who has time to train.  Has serious potential to be a well-behaved dog with the right person and some TLC.,https://post.rescueme.org/26-02-25-00152
Otis,Dog,Whippet mix,Male,Young Adult,Sacramento County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Otis is about 2 1/2 years old, he is a whippet mix. Otis is the absolute sweetest boy in the entire world, his personality resembles a whippet perfectly. He gets zoomies and then wants to sleep and snuggle the rest of the day. Otis is the perfect work from home buddy that will curl up on your lap and snore until it's time for dinner. He is dog reactive but it can be trained through easily with good snacks. He is good with dogs with a very slow introduction, he comes off quite strong with new dogs since he wants to play immediately but not all dogs enjoy this. He doesnt bark very often and will snooze in his kennel while youre gone, as long as it's a quiet comfy spot. He really enjoys beds, pillows and will tuck himself into blankets. He does have a strong prey drive so cats may not be the best fit. He is a sensitive boy and will need a patient, kind family. He would also not do well in a dog park situation and is leash reactive to other animals, we've been working with him and he is a quick learner. Also being a whippet he does enjoy his sweaters.  Otis is about 30-35lbs. He does have a minor heart murmur but I've taken him to 2 vets and they've both agreed it's insignificant however, still something to look out for.",https://post.rescueme.org/26-02-25-00131
Linda,Dog,Doberman Pinscher mix,Female,Puppy,Los Angeles County,No,Good,Good,Good,Average,Unknown,Yes,Yes,"Linda ���%A4 1-Year-Old Doberman | Spayed | Vaccinated Adoption Fee: $375 Currently in a foster home in San Bernardino - READY TO GO HOME!  Linda is a one-year-old Doberman with a loyal heart and an incredible spirit. After being abandoned on a desert roadside - and running after the car that left her - she was rescued by a Good Samaritan. Since that day, she has shown nothing but love.  She is incredibly friendly and affectionate. Within minutes of meeting new people, she was already giving kisses. Linda bonds quickly and has that classic Doberman devotion - intelligent, athletic, and deeply connected to her humans.  She would thrive in an active home with a young, energetic adopter or couple who enjoys hiking, beach days, park adventures, and outdoor living. Linda needs structure, activity, and a secure backyard to stretch her long legs.  Home Requirements: �'ۢ Secure fencing required (she can clear a 5-ft fence) �'ۢ Best with large breed dogs �'ۢ Especially does well with male dogs �'ۢ Not recommended for small dogs  Linda is resilient, loving, and ready for a family who will never leave her behind again.  To apply to adopt Linda, please email: ",https://post.rescueme.org/26-02-25-00037
Nova,Dog,Australian Cattle Dog mix,Female,Puppy,Riverside County,No,Good,Good,Good,Average,Average,Yes,Yes,"Nova is a beautiful red Heeler mix with an incredibly loving heart and a gentle soul. She is house trained, though she may have occasional accidents as she continues to build confidence in new environments. Once she feels safe, Nova is deeply affectionate and forms strong bonds with her people, the kind of dog who loves with her whole heart.  Nova is still a bit shy and nervous, especially when meeting new people. She needs time, patience, and understanding to warm up, but with consistency and kindness, she slowly blossoms.  She can get a little car sick, so short trips and gradual exposure will be helpful as she continues to adjust. She lives with cats and does just fine, but on occasion will try to play chase, especially if they have their zoomies.  Nova would do best in a calm, patient home who can allow her confidence to grow. She is truly a wonderful dog for someone looking for a loyal, loving companion and who finds joy in helping a shy pup come out of her shell.  With the right home, Nova has the potential to become an incredibly devoted best friend.  Est DOB 8/5/25",https://post.rescueme.org/26-02-24-00392
Cora,Dog,Great Dane / Boxer,Female,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Cora is a 1.5 year old sweetheart with a gentle, go with the flow personality. She may be a little shy at first, but once she's comfortable, she loves being around her people and soaking up all the love and attention they'll give.  At around 60 lbs, Cora is the perfect balance of playful and laid back. She enjoys a calm, loving home but also needs space to play, run, and explore before happily settling in for naps and lounge time. She bonds quickly with her people and thrives on companionship.  Cora does great with other dogs, is great with kids, and lives with cats (they're not her favorite, but she tolerates them). She's house trained, enjoys car rides, loves walks, and already knows sit, with plenty of potential to learn more.  With room to roam and people to love, Cora will be a loyal, happy companion ready to become part of a family.  Est DOB 6/24/24",https://post.rescueme.org/26-02-24-00391
Mango,Dog,Doberman Pinscher mix,Male,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Mango is an amazing, energetic Doberman with the sweetest heart and the friendliest personality. He truly loves everyone he meets and greets the world with a happy, gentle spirit. Mango is wonderful with other dogs and enjoys socializing, making him an easy fit for many homes.  He loves going for walks and is always excited for a car ride, adventures are definitely his thing. While he hasn't had formal obedience training yet, he's already getting started on basic training and is eager to learn. He's been reported to be crate trained, and his affectionate nature makes him a joy to have around.  Mango is the kind of dog who just wants to be part of your life, whether that's heading out for a stroll, riding along in the car, or simply being near his people. If you're looking for a loving, loyal companion with a big heart and an even bigger smile, Mango is truly something special. He would thrive having another buddy in the home to bounce around and play with!  Est DOB 7/2/25",https://post.rescueme.org/26-02-24-00390
Drizzle,Dog,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Drizzle may have a soft and gentle name, but she brings a steady shower of sweetness wherever she goes. This happy little girl has that classic puppy mix of playful energy and affectionate cuddles. She loves romping around with her siblings, exploring new things, and then curling up for a cozy nap once she's tired herself out.  Drizzle is curious, loving, and eager to bond with her people. Like any young puppy, she'll thrive in a home committed to training, socialization, and helping her grow into a confident, well-rounded adult dog. She's ready to sprinkle your life with joy, laughter, and plenty of puppy kisses.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00386
Blizzard,Dog,German Shepherd / Lab,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Blizzard might sound like a big storm, but he's truly a warm hearted, joyful pup. This sweet boy is full of playful energy and puppy curiosity. He enjoys chasing toys, wrestling with his littermates, and being part of the action.  After playtime, Blizzard is all about affection and being close to his people. He's eager to learn and will flourish in a home ready to guide him through puppyhood with patience, structure, and lots of love. Despite his frosty name, Blizzard is pure sunshine at heart and ready to melt into his forever family.  Est DOB 12/17/25",https://post.rescueme.org/26-02-24-00383
Breezy,Dog,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Breezy lives up to her name in the best way: easygoing, happy, and a joy to be around. She's playful, affectionate, and loves being part of the action. Like any puppy, she enjoys zooming around with her siblings before settling in for sweet snuggles. Breezy will thrive in a home ready for puppy adventures, training, and lots of love.  Est DOB 12/17/25",https://post.rescueme.org/26-02-24-00381
