Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Smudgie,American Shorthair / Bombay,Female,Young Adult,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"'Smudgie'~  Spayed FE 2 Years. Splashy Tortoiseshell With Beautiful Gold Eyes.  Microchipped. Healthy, Smart as a Whip. Uses her Paws like hands.  Likes to carry toys. Sweet & Very Affectionate. Silky and Soft Fur.  Loves People, Children, Dogs, Cats & Kittens. She is a 'Rock Star.'",https://post.rescueme.org/25-11-21-00342
Lilly,Domestic Cat,Female,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Lilly is a playful kitty and loves hammocks to hang out in. She loves other kitties to enjoy their company. She has been combo tested for felv and fiv and is negative and microchip with avid,https://post.rescueme.org/25-11-20-00371
Dallas,Egyptian Mau,Male,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Dallas was a bottle feeder so very sweet kitten. He has been combo tested microchip.,https://post.rescueme.org/25-11-20-00342
Maverick,Domestic Cat,Male,Young Kitten,Orange County,No,Good,Good,Unknown,Average,Average,Yes,Yes,He is rambunctious and naughty playful and loves to play. He is microchip combo test for felv and fiv and is negative.,https://post.rescueme.org/25-11-20-00340
Milo,Domestic Cat,Male,Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,He is definitely a very loving boy and will follow you around and good with children. He has been microchip combo tested for felv and fiv and is negative. All medical with documents. Milo is dog friendly too. He is very sweet kitty and totally love attention,https://post.rescueme.org/25-11-20-00329
Woody,American Shorthair / Domestic Cat,Female,Young Kitten,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Woody is a sweetheart and she has been spayed microchip. I have all her documents. She loves to play with other cats.,https://post.rescueme.org/25-11-20-00327
ERIN YEAGER,Maine Coon / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ERIN YEAGER can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-11-18-00251
ATHENA GRANT,Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,All information on ATHENA GRANT can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-11-18-00168
CHARLES DARWIN,Domestic Cat,Male,Young Adult,San Bernardino County,No,Good,Good,Good,Unknown,Average,Yes,Yes,"Meet Charles Darwin!  You won't believe this, but sweet Charles has never had a home! This boy has spent his life at Save the Meow Meows! We brought him to us to get a fresh start!  With a calm and easygoing personality, Charles Darwin is like a keen observer, much like his namesake!  He's happiest in relaxed, cozy settings and gets along well with friendly feline buddies. His favorite activity? Watching the world go by from his comfy catio perch.  Though he might be a bit shy at first, a little patience and plenty of love will help Charles become the loving boy that he is!  Fun fact; Charles is a HUGE lover of Churu treats and catnip. (What cat isn't?)  Could you be the one to Finally give Charles a chance?",https://post.rescueme.org/25-11-10-00097
Kyle,Domestic Cat,Male,Young Adult,Mendocino County,No,Good,Good,Good,Average,Average,Yes,Yes,"Meet Kyle - The gentlest little soul looking for his forever home. Kyle came to us as a stray about two years ago and he's been nothing but love ever since. He is an easy, sweet nature cat who does beautifully with adults and children. He's a little shy with men at first but he warms up quickly once he knows he's safe.  Kyle is happiest as an indoor/outdoor cat. He'll curl up inside with you, then politely wait by the door when he needs to go out. He uses a litter box if needed but he also has great outside manners and prefers having access to fresh air and a bit of roaming.  The only reason we're looking for a new home for him is because our older very dominant cat has never accepted him, and we're worried it may lead to a fight. Kyle deserves a peaceful home where he can relax, explore, and be part of the family. He's gentle, affectionate, and easy to care for. He just needs a loving home where he can be himself.  If you're looking for a sweet companion who will adore you quietly and faithfully, Kyle might be your guy.  I will travel outside of our area if needed to deliver him for the right home.",https://post.rescueme.org/25-11-09-00255
Harvey,Domestic Cat,Male,Young Adult,Los Angeles County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"Hello Meet Harvey , He is named after the one and only Harvey Specter , this amazing boy is the best cuddle buddy ! Loves attention and affection, he will play with his toys but prefers human interaction over everything else, he was a bottle fed bab. He will lay endlessly on your chest or lap and will give headbutts and kisses . A Velcro cat but also independent  I independently rescue so all adoption fee will go back to helping the cat(s) with essential needs and medical needs and eventually to rescue more cat(s) as we adopt out. Thank you.",https://post.rescueme.org/25-11-09-00069
Calvin,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Calliope is an adorable tabby with white a white racing stripe on her nose and white paws. She is bunking with her 'twin' brother Calvin. She is so sweet and adorable and just wants to be loved on. Brother Calvin is a little more shy but once you give him some love he warms up nicely.  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00148
Calliope,Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Calliope is an adorable tabby with white a white racing stripe on her nose and white paws. She is bunking with her 'twin' brother Calvin. She is so sweet and adorable and just wants to be loved on. Brother Calvin is a little more shy but warms up once you give him some love.   The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00147
Zach,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Zach is one of 5 kittens from a semi-feral mom from a local pool shop colony. Shelby, Zach and Jackie all had�%A0nasty eye infections. Zach had one perfect eye and one very cloudy eye. �%A0After a week of eye drops and lubricating gel, Zach's affected got better but his eye is still cloudy. These kitties are super friendly.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00128
Shelby,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Shelby is one of 5 kittens from a semi-feral mom from a local pool shop colony. Shelby, Zach and Jackie all has nasty eye infections. Shelby originally looked like he had no eyes. After a week of eye drops and lubricating gel, Shelby's eyes got better and better. You can barely see the scars from the infection. These kitties are super friendly.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-11-08-00125
Mochi,American Shorthair,Female,Adult,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Mochi is a sweet girl who loves affection and attention. She loves everybody. She is such a good girl, it's been heartbreaking seeing her have to stay in a small kennel with her sister Cookie because we fell on hard times due to an extended medical issue and now we are left with no choice but to rehome our pets. She just needs the chance to show she deserves to be part of someone's family.",https://post.rescueme.org/25-10-19-00084
POPPY & SUSHI,Domestic Cat,Female,Young Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Sushi and Poppy are our sweet, bonded pair looking for their forever home. Please consider adopting us together!  We have been through a rough time before we were rescued. We love each other so much and comfort each other! We love cat trees, snuggles, and toys!! Lets set up a meet n greet!!  Please contact my rescue here: 562-328-5276 (Text or call)",https://post.rescueme.org/25-09-29-00295
SUSHI & POPPY,Domestic Cat,Male,Young Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Sushi and Poppy are our sweet, bonded pair looking for their forever home. Please consider adopting us together!  We have been through a rough time before we were rescued. We love each other so much and comfort each other! We love cat trees, snuggles, and toys!! Lets set up a meet n greet!!  Please contact my rescue here: 562-328-5276 (Text or call)",https://post.rescueme.org/25-09-29-00293
panther,Domestic Cat,Male,Young Adult,Los Angeles County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"panther is a beautiful chill kitty. hes very mellow, likes  human interaction and can be a solo cat.",https://post.rescueme.org/25-09-28-00289
Winston,Domestic Cat,Male,Young Adult,Los Angeles County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"these 17 pound chunker is Winston. he is a complete sweetheart, he is literally our gentle giant. winston can be a bit nervous sometimes so he needs a home with older children. he is a huge cuddler and loves pets and treats,",https://post.rescueme.org/25-09-28-00286
TOULOUSE,Ragdoll / Birman,Male,Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on TOULOUSE can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-09-17-00331
NURSE NICOLETTE 'NIC',Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on NURSE NICOLETTE 'NIC' NEVIN can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-09-12-00351
JEANETTE MILLER,Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on JEANETTE MILLER can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-09-12-00311
CC,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Unknown,Not Good,Average,Submissive,Yes,Yes,"CC was rescued from a large cat colony when she was about four months old. She's a beautiful and rare solid orange tabby girl (most orange tabbies are male) which makes her all the more special. Petite and sweet-natured, CC loves to be petted and is especially fond of belly rubs. Though she was shy and skittish at first, she has grown into a gentle and affectionate young lady with her foster mom. However, she's still shy with new people and places, so she would do best with someone who's patient and understanding as she adjusts to her new surroundings and people. Ideally, her adopter will have experience with cats, especially those who are on the shy side. CC gets along with other cats, though she may take a little time to warm up to them. With some love, time, and care, she'll become blossom into a wonderful and devoted companion for someone. CC CC craves attention from her human. She is vaccinated, dewormed, treated for fleas, and microchipped. She's ready for her forever, loving home.",https://post.rescueme.org/25-09-09-00036
Stacy,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Submissive,Yes,Yes,"Stacy was rescued from a very large colony when she was about four months old.  She was shy/skittish at first but has blossomed into a very sweet girl.  Stacy still is shy with new people and places, but once comfortable, she is loving and affectionate. She loves to be pet and roles over for tummy rubs.  She also will head butt you when she wants to be pet.  Since she is still shy with new people, she would do best with someone that is experienced with cats, especially shy ones, and will need some patience and understanding while adjusting to a new home and people.  She has one of the sweetest dispositions though and worth the initial effort.  Stacy is a striking tabico with soft white fur and delicate calico tabby markings, accented by distinctive black eyeliner around her eyes. She's gentle, mellow, and not at all dominant. Stacy gets along well with other cats and enjoys playing with her toys. One of her sweetest habits is gently sniffing noses before settling in close for pets. She's a lovely, tender soul looking for someone to help her shine. Stacy is vaccinated, dewormed, treated for fleas, and microchipped.  She'll be a great addition to someone's home.",https://post.rescueme.org/25-09-09-00035
Tattoo,Domestic Cat,Male,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Submissive,Unknown,Yes,"Tattoo was rescued from a large cat colony with his sister when he was about four months old. He was scared and skittish at the time, but since working with him he's warmed up and become a sweet boy. He is still shy with new people and places though and would therefore do best with someone that is experienced with cats, especially shy ones.  Once comfortable though, Tattoo loves to be pet and play with the other foster kitties. He's a very handsome brown tabby with a soft looking face.  He'll take some understanding and patience while adjusting to a new home and people, but once comfortable he's a very good boy and would a great friend for someone. Tattoo is vaccinated, defleaed, dewormed, and microchipped.  He would love to be adopted with his sister or one of his other foster siblings, but he can also be adopted by himself to a loving home.",https://post.rescueme.org/25-09-09-00034
Taboo,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Submissive,Yes,Yes,"Taboo was rescued from a large cat colony when she was about four months old. Although she was initially skittish and scared, she has blossomed into a sweet girl who enjoys being pet and even loves belly rubs. She gets along well with other cats and has fun playing with her foster siblings. Taboo is intelligent and gentle-natured, though not the dominant type. She can still be shy, especially in new environments or around unfamiliar people, so she would do best with someone experienced with cats, especially shy ones; she'll need someone with patience and understanding while she adjust to her new home and people. Once she feels comfortable though, her affectionate personality shines through. With time and care, she'll become a loving and loyal companion. Taboo is vaccinated, dewormed, treated for fleas, and microchipped.  She would love to be adopted with her brother Tattoo or another foster kitty from that came from the same place, but can also be adopted to a good home by herself.  Taboo will be a great friend for someone.",https://post.rescueme.org/25-09-09-00033
Ginger,Domestic Cat,Female,Adult,Santa Clara County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,"Ginger was rescued along with her littermates from the river trail when she was a kitten. She was born a feral kitten and has since been socialized, but she is still shy/skittish with new people and places.  Ginger would do best with someone that is experienced with cats, especially shy ones. It takes time for her to trust new people and places, so she will need someone that is patient and understanding while she adjusts. Once she's comfortable though, she loves to be pet and is very playful.  Ginger might do best with a mellow male cat as a friend or as an only cat since she can be a bit alpha. She is vaccinated, dewormed, defleaed, and microchipped. Ginger will make a great friend for someone once settled in, and be a fun addition to one's home.",https://post.rescueme.org/25-09-09-00032
Hypatia,Maine Coon / Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Submissive,Unknown,Yes,"Hypatia was rescued from a homeless encampment when she was a teenager and very pregnant.  Unfortunately, she ended up losing her babies and was then spayed.  I believe she was born in the encampment and was sleeping in a tent with a homeless woman, so she is shy and skittish and will take some time and work to warm up. Hypatia would do best with someone that is experienced with cat, especially shy/skittish ones.  With some time and effort, though, she'll be a good companion for someone who is patient and understanding with her while she adjusts.    Hypatia is a beautiful dilute tortoiseshell Maine Coon mix.  Her fur is fluffy in the winter, especially her tail, and she has the shorter legs of a Maine Coon.  Hypatia loves other cats and playing with her toys.  She is a sweet cat that can be a great friend for someone. Hypatia is spayed, vaccinated, dewormed, defleaed, and microchipped.  She's ready for her forever home.",https://post.rescueme.org/25-09-09-00029
Mimosa,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Submissive,Yes,Yes,"Mimosa was rescued with her son Bradley when she was about 1 1/2 years old. They were from a feral/stray colony and skittish when rescued, but Mimosa and her son have become sweet kitties that love to be pet and play. Mimosa is still shy with new people, so she would do best with someone that is experienced with cats, especially shy ones, and patient and understanding while she adjusts to a new home and people. Once comfortable though, she'll be a great friend for someone. Mimosa is a beautiful dark tortoiseshell girl with a sweet disposition. She loves to be pet and play with her toy and gets along well with other cats. Mimosa would love to be adopted with her son Bradley, but can also be adopted by herself to a loving home. Mimosa is vaccinated, dewormed, defleaed, and microchipped. She will be a great friend for someone",https://post.rescueme.org/25-09-09-00023
Bindi,Domestic Cat,Female,Adult,Santa Clara County,No,Unknown,Good,Not Good,Low,Submissive,Yes,Yes,"Bindi is a sweet girl with a beautiful gray marble tabby and white coat. She was rescued with her sisters from under a freeway overpass. Bindi is shy around new people at first, so she would do best with someone who is experienced with cats, especially shy ones. Once she's comfortable and settled in though she's a real love bug. She likes to play with toys and be pet, but prefers not to be picked up. She is laid back and would do well in a quiet home with no children, and someone who will give her a lot of love. She would also do best as an only cat since she tends to just tolerate other cats. She might do ok with a mellow male cat though.  Bindi loves the catio her foster mom built! This allows her to enjoy the outdoors safely, while inside a large, enclosed area. Bindi is spayed, vaccinated, dewormed, defleaed, and microchipped. She'll make a great companion for someone.",https://post.rescueme.org/25-09-09-00019
Ava,Manx / Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Not Good,Average,Dominant,Yes,Yes,"Ava was rescued when she was about three months old. She was born on the streets from a stray mom. Right away I noticed something different about Ava. She had a strange looking tail. It was short, curled, and crooked. But she still wags it and her tail is very animated like a normal length tail. It looks like Ava was born with her tail like this. Since being rescued Ava has been in foster care. She was skittish and took a while to socialize, but is a spunky, playful girl now who loves to run around and play with toys. Ava is still shy with new people but loves to be pet and sits on her foster mom's laptop when the latter is working. Ava would do best with someone that is experienced with cat, especially shy ones, and one who is patient while she adjusts to her new home and people.  She's a funny girl with a lot of personality. Ava is spayed, dewormed, vaccinated, defleaed, and microchipped. She'll make a great friend for someone.",https://post.rescueme.org/25-09-09-00018
GONZO,Domestic Cat,Male,Young Adult,San Bernardino County,No,Unknown,Good,Unknown,Unknown,Average,Yes,Yes,"Meet Gonzo!  Approx 1 year old, male neutered, Domestic Shorthair.  This handsome dude spent his entire life thus far at the Save the Meow Meows lounge. While he loves his Meow Meow family and they are equally obsessed with with, he's been consistently overlooked so he's joined the JT fam to get some fresh eyes!  This gentle boy is about to have a birthday; will he join your family just in time to celebrate?  He's a shy guy in our digs but he's a sweetie who just wants to be loved. He does well with various cat personalities but he prefers they be nice to him; swatting and hissing scares him into his hidey-holes.  Will work for Churu and catnip!",https://post.rescueme.org/25-09-07-00277
BRAD KITT,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Meet Brad Kitt!  Approx 4 month old, male neutered, Domestic Medium hair.  Have you seen a jet black tabby?? You have now!  Not a common color pattern, this handsome gentleman (hence his namesake) is a black cat with stripes. Brad is a little on the shy side but that's just because he needs more socialization. He has done impeccably well with our other kittens and really likes to snuggle up to them. He doesn't like fast movements but he DOES love the magical kitty elixir that is Churu. He's one of those 'bites the package' to get more guys!",https://post.rescueme.org/25-09-07-00274
MARIE,Abyssinian / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on MARIE can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-09-06-00339
CASTOR,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CASTOR can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-08-31-00290
Malina,Bombay / Maine Coon,Female,Young Adult,Ventura County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,"Malina is a gentle, mellow young tortoiseshell with striking butterscotch and black 'catwalk camouflage' and the sweetest, soulful dark round eyes. She enjoys the company of other cats, but cherishes quiet time curled up on a cat tree. Naturally shy and cautious, Malina warms up with patience and enjoys gentle petting. She'll often follow you, reaching out for more attention. She's happiest being near you rather than on your lap, and shows affection with soft purrs, quiet morning greetings, and gentle love blinks.",https://post.rescueme.org/25-08-25-00020
Calypso,American Shorthair / Oriental,Female,Young Adult,Los Angeles County,No,Good,Good,Unknown,High,Dominant,Yes,Yes,"Calypso is a talkative, friendly, spirited calico with bursts of playfulness followed by deep, cozy naps. She stretches and chirps to greet you, loves attention, and likes to follow you around, exploring and checking in on what you're doing. She's social and playful but sensitive, and may give a quick nip if overstimulated, so her people need to read her cues. Calypso has a big personality and could do well alone or with another easygoing cat. With her gold eyes, dramatic eyeliner, and clever, independent nature, she's entertaining and striking. With gentle guidance and a consistent routine, Calypso will bring colorful energy to your home.",https://post.rescueme.org/25-08-25-00012
Fozzy Bear,Bombay / Maine Coon,Male,Young Adult,Ventura County,No,Unknown,Good,Not Good,Average,Average,Yes,Yes,"Fozzy Bear is a sweet, playful young muppet who alternates between zooming after toys and lounging in a sunny window. He enjoys the company of other friendly cats and even helps shy ones come out of their shell. Fozzy is a big boy and likes to be petted, but he's also quite shy and can be jumpy, always ready to dart away if unsure. A reassuring voice and gentle hand will help him relax. With patience, he will warm up and show his sweet side, offering soft kisses, graceful poses, and elegant tail swirls.",https://post.rescueme.org/25-08-25-00005
KEVIN RYAN,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on KEVIN RYAN can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-08-22-00230
ELSA,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ELSA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-08-22-00002
DR CONRAD HAWKINS,Abyssinian / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DR CONRAD HAWKINS can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-08-18-00026
CINDERELLA,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on CINDERELLA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-29-00383
JOSH RUSSO,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on JOSH RUSSO can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-25-00373
KAREN WILSON,Bombay / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on KAREN WILSON can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-25-00346
DR RANDOLPH BELL,Egyptian Mau,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DR RANDOLPH BELL can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-21-00008
TITO,Domestic Cat,Male,Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Hi I'm Tito!! I'm a 1-year-old domestic short hair, male kitty. I was found as a stray alone. I have been with my foster for a few months now with no luck in finding my forever home :(   I am very friendly and get along with other cats, people, and children.  I also enjoy hanging out by a window in my Fosters catio. If you would like to meet me, please don't hesitate to ask any questions. My rescue will be happy to answer any questions and arrange a meet and greet.  I hope to meet you soon!!   Please contact my rescue here: 562-328-5276 (Text or call)  Friendly Tito(3",https://post.rescueme.org/25-07-20-00023
Dobbie,Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Dobbie and brother, Teddie, are more kittens from a home on a busy Fontana street. Dobbie is very cautious and we're working to get him more comfortable with people.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-07-19-00009
Blisa,Domestic Cat,Female,Young Adult,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Blisa is a very playful and very friendly cat,https://post.rescueme.org/25-07-15-00009
ZELENA,Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ZELENA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-13-00022
CAPTAIN HOOK,Bombay / Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Unknown,Yes,All information on CAPTAIN HOOK can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-07-11-00259
PAN,Domestic Cat,Male,Young Adult,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Meet Pan (The Man)!  Approx 4 year old, neutered male, Domestic Shorthair. This Angel was the victim of animal cruelty.  Trigger warning!  He was left on the side of the road in the middle of our desert, during the hottest part of the day, inside a small fabric carrier with nothing but m&m's inside.  Three weeks later he's officially THE MAN. We just love this cool cat! He's very laid back, loves to perch up high and snooze the days away. He loves when we pay him a visit- jumps down from his perch, becomes quite the chatterbox, and lives for head rubs.",https://post.rescueme.org/25-06-18-00520
Whitney,Siamese / Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Everest and her kittens (Rainier, McKinley, Fuji and Whitney) were unwanted by their owner in Highland. They are all named after beautiful mountains. They are a sweet and gorgeous family of tabbies. Rainier is a�%A0 silver, tabby point like his mama.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-06-05-00261
STITCH,Domestic Cat,Male,Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on STITCH can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-06-02-00420
Pecan,Domestic Cat,Female,Young Adult,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"Miss Pecan was a friendly neighborhood cat who was brought in by a cat-loving couple until they could be transferred to us to re-home. She is super friendly and ready for a new home along with her kittens Pistachio and Pecan. She is currently on display at Fontana Petco...hiding under a pillow.  The adoption fee includes: current shots, treatment for fleas and worms, chip implantation and registration, and spay or neuter.�%A0�%A0  Pets are available for viewing on Sundays from 12-4 at the Fontana Petco.�%A0�%A0  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-05-19-00038
Cookie,Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,"Bear and Cookie are two dilute tortoiseshell sisters that were deposited in a Rialto neighborhood by a stray cat. They are super sweet and very used to people and kids in a home.�%A0  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.�%A0 We also pay for the initial chip registration.�%A0�%A0  Adoption events are held�%A0Sundays at the Fontana Petco 12-4pm  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/25-05-19-00017
Milo,American Shorthair / Domestic Cat,Male,Young Adult,Orange County,No,Unknown,Good,Good,Average,Average,Yes,Yes,Milo is a very sweet boy and loves to be kissed on his head and to be petted. He is a gentle kitty. Milo was dumped with his mate Calico and their 2 1/2 week old kittens. Milo is getting microchip and is vaccinated dewormed and deflea.,https://post.rescueme.org/25-05-10-00224
DR TEMPERANCE 'BONES',Siamese / Domestic Cat,Female,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DR TEMPERANCE 'BONES' BRENNAN can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-04-18-00305
DARRYL HENDERSON,American Shorthair / Bombay,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on DARRYL HENDERSON can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-03-25-00593
DETECTIVE ELLIOT STABL,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,All information on DETECTIVE ELLIOT STABLER can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-03-25-00549
ODIE,Domestic Cat,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ODIE can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-02-21-00358
ALGLAUDYX,American Shorthair / Bombay,Male,Young Adult,Riverside County,No,Unknown,Good,Unknown,Average,Average,Yes,Yes,All information on ALGLAUDYX can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-02-16-00286
ELEKTRA,Turkish Van / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on ELEKTRA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/25-01-05-00360
MADDIE KENDALL,Egyptian Mau / Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on MADDIE KENDALL can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-12-30-00325
DESPONIA,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Unknown,Average,Average,Yes,Yes,All information on DESPONIA can be found on: WORKINWHISKERS.COM,https://post.rescueme.org/24-12-09-00015
