Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Valentina,American Staffordshire Terrier / Dachshund,Female,Adult,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"We met Valentina at the shelter after she was surrendered for 'no time.'  No time.  For an 8-year-old Staffordshire terrier who has done nothing but love her people her whole life.  When we met her, she looked at us with soft, hopeful eyes - and we simply couldn't believe it. A dog like Valentina doesn't need less time. She deserves more of it. More love. More comfort. More belonging.  She wasn't in the best shape when she arrived. There were lumps and bumps that had clearly been there a while, and a painful mouth that made it hard to smile. So we made a promise to her.  An outside vet removed her masses (all benign - thank goodness!) and gave her some much-needed dental relief, extracting five painful teeth. And you know what?  She feels better.  You can see it in the way she carries herself. In the gentle tail wag. In the way she leans into you and lets out that deep, contented sigh.  Valentina is not a high-octane dog. She is a steady, soulful companion.  She's lovely with calm dogs her size (no puppies or chaos for this lady - she's earned her peace). She bonds deeply with her people and will happily follow you around the yard while you plant spring flowers, keeping quiet watch like the devoted friend she is.  She's happiest on peaceful leash walks, lounging nearby, or enjoying a polite game of tennis ball. She prefers a calm environment and would thrive as an only dog or with a gentle canine companion who respects her space.  Valentina would be wonderful in a family with a relaxed lifestyle, or with older adults who simply want a loyal sidekick and warm presence in the home.  She lost her family once because someone didn't have 'time.'  Now she's looking for someone who understands that the best years of a dog's life aren't behind her - they're the ones spent feeling safe, cherished, and home.  Valentina has plenty of love left to give. She's just waiting for someone who has the time to receive it. ����",https://post.rescueme.org/26-02-25-00191
Frisbee,German Shepherd,Male,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Meet Frisbee, a gentle and dignified young boy with an athletic build and a heart of gold. With his friendly and quiet nature, Frisbee is the perfect companion for those who enjoy the great outdoors. He loves nothing more than exploring nature, whether it's hiking through the woods or running alongside your bike.   Frisbee is a Panda German Shepherd (yes, it's a breed!). He's smart, always up for an adventure, and eager to please his humans. His gentle spirit and friendly demeanor will quickly win your heart. Come meet Frisbee today and take the first step towards a lifetime of adventures and memories with your new loyal companion!  Adoption application: https://outtathecage.org/apply",https://post.rescueme.org/26-02-25-00185
Marzano,American Staffordshire Terrier / German Shepherd,Male,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Marzano may no longer be as petite as the tomato he was named after, but he's still just as sweet! This handsome 1 year old boy weighs about 55 pounds and is overflowing with friendliness, affection, and joy.  Marzano is confident, outgoing, and truly adores everyone he meets. He's never met a stranger, especially if they have treats! He loves making new friends, both human and canine, and does wonderfully with other dogs. He enjoys playtime with his dog buddies and is even a fan of dog parks, where his playful, social personality really shines.  He enjoys going for walks and is learning to walk more politely on leash as he continues his training. Marzano was raised around young children and has proven to be a gentle, loving companion with families.  Marzano would thrive in a home where someone is around often or with an adopter who understands mild separation anxiety as he continues to settle into his routine. He does well with his crate (some protesting at first) and benefits from consistency, reassurance, and structure.  If you're looking for a sweet, social, happy go lucky dog who will greet every day (and every person) with enthusiasm and love, Marzano is truly a very good boy ready to find his forever home.  Est DOB 1/12/25",https://post.rescueme.org/26-02-25-00181
Zoey,Shih Tzu mix,Female,Senior,Los Angeles County,No,Good,Good,Good,Average,Average,Yes,Yes,"Meet Zoey!  Besides being almost unbearably cute, Zoey is a sweet girl who gets along well with other dogs and cats.  At 12-years old and 11-lbs, Zoey is a great walking partner who still has a lot of spunk. She rides nicely in the car and is housetrained. Her foster mom reports that she's super easy and well-behaved. Zoey has been fully vetted including bloodwork and x-rays. No dental was necessary because Zoey has no teeth.  Zoey is up-to-date on shots, spayed and microchipped.   Adoption process includes application, interview, home visit, contract and donation. If you are interested in Zoey, please go to our website at homeforeverylivingpet.org and fill out an application.   Los Angeles and surrounding area adoptions only.",https://post.rescueme.org/26-02-25-00178
Theo,Pit Bull / White Shepherd,Male,Young Adult,Orange County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Meet Theo!  He is a 65 lb neutered male, pitsky mix who is 5 yrs old. The perfect mix of calm and playful, this darling boy is being fostered by me after tragically losing his owner in a car accident. He checks all the boxes:  - Potty, leash, and crate trained - Gentle with kids - Great with other dogs (though he will love being the solo attention center!) - Beach lover and hiking buddy  Theo is that dog who wants to be a part of the action - whether it is a single person looking for their best friend or a family with kids who needs a playful shadow. He is affectionate, easygoing, and loves being where his people are.  Location: Irvine, CA but I can travel for meet and greets to LA and SD counties.  * Please only reach out if you/your partner work from home or spend little time outside the home. He deserves that!",https://post.rescueme.org/26-02-25-00176
Leah,Corgi,Female,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Dominant,Yes,Yes,"Rescue Me's Photo upload isn't working so send an email and I'll see photos of Leah to you.Rescued a 4-year-old brown/white female corgi with an interesting tail (purebred though just tail never docked a la naturale) from the San Pedro Harbor Shelter on 2/20.  She was spayed on 2/21 and is in foster care with me.  She loves to play ball but must be low key for 14 days after her surgery, basically potty time.  She enjoys walks and has a good appetite.  She is current on all her shots and microchipped.  She would probably be okay with older kids 11 and up and has a medium energy level.  She needs an adopter that has a corgi background, will take her to training.  She is housebroken and likes balls and other toys.  She is crate trained as well.  If interested in meeting her, send me a pm.    I am looking for a home in the southbay area of Los Angeles or open to LA and OC counties as well.  Here are some shelter photos of her.  Her name is Leah and she did have a litter sometime back. She weighs 22 lbs.   Was an owner surrender at the shelter along with a french bulldog and a pug, all females.  Suspect this was a 'backyard breeder' but his landlord had issues and/or he was moving, not sure.  Adoption process.  First a meet/greet, then completion of a preadoption ap and a two-week trial period.  There is an adoption donation and a adoption contract.  Looking for a youthful adopter no older than 65.",https://post.rescueme.org/26-02-25-00168
,Lab mix,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Submissive,No,Unknown,"Found this puppy near the I-10. I believe she was dumped. I have posted her online and have not received any hits, she does not have a microchip. She is a typical puppy who likes to play and is submissive and friendly with all my animals. I have too many so can't keep her. I believe she's a lab mix, and approximately 6 months old.",https://post.rescueme.org/26-02-25-00164
Apollo,German Shepherd / Siberian Husky,Male,Young Adult,Ventura County,Yes,Unknown,Good,Not Good,High,Submissive,Yes,Yes,Aggressive with other dogs and especially on leash.  Cannot be taken to a dog park.  Has bitten other dogs.  Needs an experienced owner ideally without children in the home.  I have seen him in training sessions and he wants to please but he needs someone who is experienced AND who has time to train.  Has serious potential to be a well-behaved dog with the right person and some TLC.,https://post.rescueme.org/26-02-25-00155
Atlas,Australian Kelpie / German Shepherd,Male,Young Adult,Ventura County,Yes,Unknown,Good,Not Good,High,Dominant,Yes,Yes,Aggressive with other dogs and especially on leash.  Cannot be taken to a dog park.  Needs an experienced owner ideally without children in the home.  I have seen him in training sessions and he wants to please but he needs someone who is experienced AND who has time to train.  Has serious potential to be a well-behaved dog with the right person and some TLC.,https://post.rescueme.org/26-02-25-00152
Otis,Whippet mix,Male,Young Adult,Sacramento County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Otis is about 2 1/2 years old, he is a whippet mix. Otis is the absolute sweetest boy in the entire world, his personality resembles a whippet perfectly. He gets zoomies and then wants to sleep and snuggle the rest of the day. Otis is the perfect work from home buddy that will curl up on your lap and snore until it's time for dinner. He is dog reactive but it can be trained through easily with good snacks. He is good with dogs with a very slow introduction, he comes off quite strong with new dogs since he wants to play immediately but not all dogs enjoy this. He doesnt bark very often and will snooze in his kennel while youre gone, as long as it's a quiet comfy spot. He really enjoys beds, pillows and will tuck himself into blankets. He does have a strong prey drive so cats may not be the best fit. He is a sensitive boy and will need a patient, kind family. He would also not do well in a dog park situation and is leash reactive to other animals, we've been working with him and he is a quick learner. Also being a whippet he does enjoy his sweaters.  Otis is about 30-35lbs. He does have a minor heart murmur but I've taken him to 2 vets and they've both agreed it's insignificant however, still something to look out for.",https://post.rescueme.org/26-02-25-00131
Linda,Doberman Pinscher mix,Female,Puppy,Los Angeles County,No,Good,Good,Good,Average,Unknown,Yes,Yes,"Linda ���%A4 1-Year-Old Doberman | Spayed | Vaccinated Adoption Fee: $375 Currently in a foster home in San Bernardino - READY TO GO HOME!  Linda is a one-year-old Doberman with a loyal heart and an incredible spirit. After being abandoned on a desert roadside - and running after the car that left her - she was rescued by a Good Samaritan. Since that day, she has shown nothing but love.  She is incredibly friendly and affectionate. Within minutes of meeting new people, she was already giving kisses. Linda bonds quickly and has that classic Doberman devotion - intelligent, athletic, and deeply connected to her humans.  She would thrive in an active home with a young, energetic adopter or couple who enjoys hiking, beach days, park adventures, and outdoor living. Linda needs structure, activity, and a secure backyard to stretch her long legs.  Home Requirements: �'ۢ Secure fencing required (she can clear a 5-ft fence) �'ۢ Best with large breed dogs �'ۢ Especially does well with male dogs �'ۢ Not recommended for small dogs  Linda is resilient, loving, and ready for a family who will never leave her behind again.  To apply to adopt Linda, please email: ",https://post.rescueme.org/26-02-25-00037
Nova,Australian Cattle Dog mix,Female,Puppy,Riverside County,No,Good,Good,Good,Average,Average,Yes,Yes,"Nova is a beautiful red Heeler mix with an incredibly loving heart and a gentle soul. She is house trained, though she may have occasional accidents as she continues to build confidence in new environments. Once she feels safe, Nova is deeply affectionate and forms strong bonds with her people, the kind of dog who loves with her whole heart.  Nova is still a bit shy and nervous, especially when meeting new people. She needs time, patience, and understanding to warm up, but with consistency and kindness, she slowly blossoms.  She can get a little car sick, so short trips and gradual exposure will be helpful as she continues to adjust. She lives with cats and does just fine, but on occasion will try to play chase, especially if they have their zoomies.  Nova would do best in a calm, patient home who can allow her confidence to grow. She is truly a wonderful dog for someone looking for a loyal, loving companion and who finds joy in helping a shy pup come out of her shell.  With the right home, Nova has the potential to become an incredibly devoted best friend.  Est DOB 8/5/25",https://post.rescueme.org/26-02-24-00392
Cora,Great Dane / Boxer,Female,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Cora is a 1.5 year old sweetheart with a gentle, go with the flow personality. She may be a little shy at first, but once she's comfortable, she loves being around her people and soaking up all the love and attention they'll give.  At around 60 lbs, Cora is the perfect balance of playful and laid back. She enjoys a calm, loving home but also needs space to play, run, and explore before happily settling in for naps and lounge time. She bonds quickly with her people and thrives on companionship.  Cora does great with other dogs, is great with kids, and lives with cats (they're not her favorite, but she tolerates them). She's house trained, enjoys car rides, loves walks, and already knows sit, with plenty of potential to learn more.  With room to roam and people to love, Cora will be a loyal, happy companion ready to become part of a family.  Est DOB 6/24/24",https://post.rescueme.org/26-02-24-00391
Mango,Doberman Pinscher mix,Male,Puppy,Riverside County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"Mango is an amazing, energetic Doberman with the sweetest heart and the friendliest personality. He truly loves everyone he meets and greets the world with a happy, gentle spirit. Mango is wonderful with other dogs and enjoys socializing, making him an easy fit for many homes.  He loves going for walks and is always excited for a car ride, adventures are definitely his thing. While he hasn't had formal obedience training yet, he's already getting started on basic training and is eager to learn. He's been reported to be crate trained, and his affectionate nature makes him a joy to have around.  Mango is the kind of dog who just wants to be part of your life, whether that's heading out for a stroll, riding along in the car, or simply being near his people. If you're looking for a loving, loyal companion with a big heart and an even bigger smile, Mango is truly something special. He would thrive having another buddy in the home to bounce around and play with!  Est DOB 7/2/25",https://post.rescueme.org/26-02-24-00390
Drizzle,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Drizzle may have a soft and gentle name, but she brings a steady shower of sweetness wherever she goes. This happy little girl has that classic puppy mix of playful energy and affectionate cuddles. She loves romping around with her siblings, exploring new things, and then curling up for a cozy nap once she's tired herself out.  Drizzle is curious, loving, and eager to bond with her people. Like any young puppy, she'll thrive in a home committed to training, socialization, and helping her grow into a confident, well-rounded adult dog. She's ready to sprinkle your life with joy, laughter, and plenty of puppy kisses.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00386
Blizzard,German Shepherd / Lab,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Blizzard might sound like a big storm, but he's truly a warm hearted, joyful pup. This sweet boy is full of playful energy and puppy curiosity. He enjoys chasing toys, wrestling with his littermates, and being part of the action.  After playtime, Blizzard is all about affection and being close to his people. He's eager to learn and will flourish in a home ready to guide him through puppyhood with patience, structure, and lots of love. Despite his frosty name, Blizzard is pure sunshine at heart and ready to melt into his forever family.  Est DOB 12/17/25",https://post.rescueme.org/26-02-24-00383
Breezy,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Breezy lives up to her name in the best way: easygoing, happy, and a joy to be around. She's playful, affectionate, and loves being part of the action. Like any puppy, she enjoys zooming around with her siblings before settling in for sweet snuggles. Breezy will thrive in a home ready for puppy adventures, training, and lots of love.  Est DOB 12/17/25",https://post.rescueme.org/26-02-24-00381
Jett,Miniature Pinscher,Male,Young Adult,Sacramento County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,"Jett: 1 yr old black & rust male, neutered, undocked tail and uncropped ears. 13', 10 lb. Fully vetted.  This happy, fun-loving boy should more accurately be nicknamed JP for 'jetpack' given his lightning fast approach to life. He is wildly energetic (but in the good kind of way that only true Min Pin owners are all too familiar with). Jett is a black/rust male that is approximately a year old with natural ears and a tail. He gets compliments ALL THE TIME on his incredibly upright ears. He is currently 10 pounds but should put on an extra pound or two to be at his goal weight. No doubt he's burning calories faster than he's consuming them. Jett gets along with other dogs and would do best paired with another dog with similar vigor. Given his spirited personality, we feel he would thrive in a home with an active family and/or adopter. If there are children in the household, 10 years or older please that are dog-savvy. If you'd like to be considered as Jett's forever home, please submit an application using the following link: https://www.minpinrescue.org/home.html Note: Jett is located in Northern California and we will not fly him. He is available for adoption to California residents or possibly bordering states. The adopter selected for him must be willing to meet at or near his location. Note: Jett is located in the Sacramento area of CA - and we will not fly this boy.  If you wish to adopt, please fill out our IMPS Min Pin Adoption Application If you have previously submitted an Application form, there is no need to re-apply. For more details, contact Gail: ",https://post.rescueme.org/26-02-24-00380
Stormy,German Shepherd / Lab,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Stormy is unlike his name... He is a bundle of joy with a bright, happy personality. He loves to play, interact, and soak up attention. Like any young pup, he'll need guidance and training, but he has all the makings of a wonderful lifelong companion. Stormy is ready to bring warmth and happiness into his forever home.  Est DOB 12/17/25",https://post.rescueme.org/26-02-24-00379
'TEDDY BEAR',Chow Chow,Male,Young Adult,Contra Costa County,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Courtesy Posting: Help, emergency! SAN RAMON, CA (N CAL) - 'TEDDY BEAR'- a petite, adorable purebred looking chow boy found dumped�'�| we need a foster, foster to adopt and or rescue to step in/up ASAP so he does not end up at the Contra Costa County shelter where he will likely not have long. A local animal group contacted us about a shy but sweet chow found in an area known as a dumping ground and where many coyotes are.  A kind person took him in temporarily, but can only hold him a few more days due to having several of their own dogs.  We are in desperate need of a foster, or even temporary foster in N Cal, and or a rescue so they do not need to take him to the county shelter where he will be at great risk and probably not made adoptable due to being shy.  A foster-to-adopt situation would also be considered.  We have someone who can sponsor vaccinations, neuter & grooming. We can also raise additional funds for a rescue group, but a foster is also needed so he has a place to go. Chow experience would be ideal, as he is shy and wary of strangers like many chows, but warming up already. This boy is only 41 lbs, believed to be 4-5 years old, walks a bit slow, may have a urinary tract infection, some dental tartar, and is badly matted.   We have several nice videos of this adorable fluff, and are trying to get him dog tested. If you may be able to foster, even temporarily,  or help in some other way (transport, pledge towards his rescue and medical), please contact Southern California Chow Chow Rescue Network ASAP at ",https://post.rescueme.org/26-02-24-00372
PUMPKIN,Chow Chow mix,Female,Puppy,DEVORE SAN BERNARDINO COUNTY ANIMAL CARE,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,"Courtesy Posting:  EMERGENCY, EUTH LISTED, 2/26, MUST EXIT IMMEDIATELY,  FOSTER, ADOPTER, RESCUE  immediately NEEDED TO SAVE THIS FRIENDLY YOUNG LADY!  Adoptable, but may need rescue due to urgency.  May need to exit by 2 pm- see video we have included in this post.   DEVORE, CA, So Cal - SAN BERNARDINO COUNTY ANIMAL CARE - ID #A837757, a  1 yr, beautiful and friendly female Chow mix  'PUMPKIN', an ADORABLE, YOUNG  CHOW  x GIRL SOON  TO BE ADDED TO EUTHANASIA LIST. Now at risk.  She can be adopted, but may need rescue, and  most rescues need a foster or foster to adopt home to save  PLEASE CONTACT ROBIN WITH ANY QUESTIONS, AS SHARED POSTS AND COMMENTS MAY NOT BE SEEN OR ANSWERED.  Help! This dear female chow mix, estimated to be only 1 year old,   was found as a stray with a second younger chow mix puppy (about 6 months). The puppy sadly passed away after both were brought to the Devore shelter after having parvo. Pumpkin has tested negative though.    Pumpkin came off her stray hold on 2/20 and can now be euthanized within 96 hours. She was assessed that same day and the shelter notes 2/20 state Pumpkin 'Comes  to front of cage in calm solicitous manner (loose relaxed body). Remains calm with relaxed body postures (low wagging tail, soft eyes). Dog moved closer/ made calm social contact. Dog solicited more interaction - calmly.     Pumpkin A837757 came in with a 6-month-old pup on 2/14 as a stray from the San Bernardino area. The 6-month-old appeared to be a chow chow mix, she did test positive for parvo and has passed.    Her  Medical notes state '02/14/26 tested negative on idexx snap for parvo, puppy that came in with tested positive for parvo.' However, she should be re-checked during the period until 2/28 for symptoms and re-tested to be safe.    Updated medical states,   02/24/26 Coughing and yellow nasal discharge noted in AM, P is QAR in kennel. per protocol start doxycycline and cough tabs 1 Rx: doxycycline 200mg PO SID x 7 days, cough tabs 1 TAB BID x 5 days  02/25/26 Observed clear nasal discharge. Dog is BAR, eating and drinking wnl. Continue meds and monitor.  02/26/26 Observed c/s and white nasal discharge. Continue to monitor.  Unfortunately, Pumpkin is expected to be euthanized tomorrow if no one steps up by 2 pm. Therefore, we are desperately looking for a responsible, loving home, or foster and or rescue to save her in time. We are asking for an extension but this shelter rarely grants one.   Since rescue groups would likely need a foster to save Pumpkin, if you are interested in fostering, or fostering to adopt, or donating towards her medical needed, please contact ",https://post.rescueme.org/26-02-24-00367
Mila,German Shepherd mix,Female,Young Adult,Riverside County,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Mila is high energetic and very playful. She is 4 years old. She loves playing hide and seek with her tennis ball and sniffing it out and is one of the best catchers I've seen. She catches pop flies and line drivers no problem and rarely misses the catch. We are looking for someone who has time to provide her the playtime she deserves.,https://post.rescueme.org/26-02-24-00365
Danish,German Shepherd / Lab,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Danish is big, sensitive baby who just wants to be whispered sweet nothings and remind him that he is loved and that the world has better things to offer than when he first started before he came to us... He is a sweet boy who at the end of the day is full of puppy enthusiasm. He enjoys playing, discovering new things, and being part of the fun. He would thrive in a home with a family who can continuing boosting his confidence and taking him to explore the world. He's affectionate and eager to bond, making him a wonderful addition to a family ready for the adventure of raising a puppy.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00362
French Toast,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"French Toast may be all black in color but on the inside she is golden, joyful, and full of personality. She's playful, affectionate, and eager to interact with her people. Like any young puppy, she's learning about the world and will benefit from consistent training and positive experiences. French Toast has all the makings of a loyal, happy family dog.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00359
Croissant,German Shepherd / Lab,Male,Young Puppy,Riverside County,No,Good,Good,Good,Average,Average,No,Yes,"Croissant is soft, sweet, and totally irresistible. He loves playtime and puppy adventures but also enjoys quiet moments close to his people. Croissant is ready to find a home that will continue building his confidence and helping him grow into a well rounded, loving adult dog.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00358
Pancake,German Shepherd / Lab,Female,Young Puppy,Riverside County,No,Good,Good,Good,Average,Submissive,No,Yes,"Pancake is as sweet as her name suggests. This playful little girl loves exploring, playing with her siblings, and soaking up affection from her people. She has that perfect puppy balance of zoomies and snuggles. Pancake will thrive in a home ready to continue her training, socialization, and give her all the love she deserves.  Est DOB 12/10/25",https://post.rescueme.org/26-02-24-00355
Indy,Border Collie mix,Female,Puppy,Riverside County,No,Good,Good,Unknown,High,Average,Yes,Yes,"Indy is an 11 month old, 35 pound border collie mix that loves everyone she meets. She's searching for an ACTIVE family with a yard to run around and another dog friend. She gets along wonderfully with her canine foster sisters, but not so much with the feline ones. While Indy loves other dogs, she can be reactive to them while she's on a leash; barking to let you and them know she would like to go play with them ASAP! She's a fast learner, so will just need someone that is willing to work on leash training and this (playful) reactivity with her. She's already crate trained and potty trained! Indy also does great on car rides.  Given Indy's breed, her adopter must be committed to providing her with training, structure, physical exercise, and mental stimulation. She would thrive with a job to do and be great at sports like agility racing and dock diving. Indy is already a wonderful girl and has so much potential to blossom even further!",https://post.rescueme.org/26-02-24-00353
Mochi,Chihuahua / Pug,Female,Young Puppy,San Bernardino County,No,Unknown,Unknown,Good,Average,Average,No,Yes,"Meet 4 month old Mochi! This poor adorable little monchichi was abandoned in a box in a park. She did not leave the box for three days as I kept seeing her post on the Ring app. None of the neighbors stepped up to help her so I sent one of our volunteers. She was shaking upon arrival. I gave her a bath and put her in with my pack and immediately a huge smile came on her face and she began playing. She is quite happy to be around other dogs and loves to wrestle. Even though she is the smallest she holds her own with the bigger dogs. She's been great with meeting people, great with kids, and she cuddles right next to you in bed. She is potty pad trained, but still too young to be spayed. We are just waiting for her first heat cycle and she can be placed into her foster to adopt trial. Two weeks after the heat cycle ends the rescue will cover her spay surgery.   She is so loving and affectionate and her misfortunate abandonment did not affect her personality. She stayed very sweet and trusting. She has scar tissue with her ear left ear like someone had slammed it into a door. The vet said it did not affect her hearing and it's not fixable and we'll just be a deformity. Her tail was also broken in 2 places, the vet said I could amputate but she's still wags it in excitement and it's just so cute that I don't want to amputate. It helps show when she's excited because she's very expressive with her tail. She's a very sweet dog who is lucky to be alive and her chapter is just starting. Please reach out if you would like to meet this little teddy bear.",https://post.rescueme.org/26-02-24-00319
Pecas,Australian Cattle Dog mix,Male,Puppy,Riverside County,Yes,Good,Unknown,Good,High,Average,Yes,Yes,"He's almost 2years old, Queensland Heeler/Mix and his name is Pecas  A little back story, he was a foster dog from the San Jacinto shelter. We thought we were doing a good deed as San Jacinto shelter posted dogs that needed a forever home or at least foster while they found a home for the pets. We decided to help out and reached out to them, and said we can foster while they find him a home. A few months go by and we reach out for any updates, no home yet. We reach out another few months, no updates. I tell them we have a female dog and can't have him anymore as we don't want puppies, they tell us they can't take him back yet or neuter him because that's only if we adopt him It's been close to a year! He gets our dog pregnant and I try to tell them again that they have to take him back. They tell me if I take him back they will euthanize him. A few more months go by and I decide to physically take him back and ended up adopting him (also got neutered) because they threatened that they were going to euthanize him as soon as I handed him over! Now we're moving to a smaller home and can't take him with us. I have been going door to door around the neighborhood to try and find him a home, no luck. So I'm posting him here hopefully we have better luck. We will take him back to the shelter he came from on 02/27/26 where it would be a 50/50 chance he will be ok or they euthanize him. We really tried finding him a home for months, unfortunately our efforts end in 3days. If interested please let me know thank you.",https://post.rescueme.org/26-02-24-00316
Mocha,Belgian Malinois mix,Male,Young Adult,San Benito County,No,Good,Good,Good,High,Average,No,Unknown,"This handsome boy is a loving, playful companion ready for his forever home. He enjoys daily walks and being outdoors, and he has great energy without being overwhelming. His absolute favorite thing is playing with toys - especially balls of any size! Fetch is his love language.  He is loyal, affectionate, and happiest when he's near his people. He would do great with an active individual or family who can give him regular exercise and playtime. After he's had his fun, he's content relaxing by your side.  If you're looking for a sweet, devoted dog who will keep you smiling and moving, this boy is ready to meet you!",https://post.rescueme.org/26-02-24-00314
Maestro,Dachshund / Rottweiler,Male,Puppy,San Bernardino County,No,Good,Good,Unknown,Average,Average,No,Yes,"Meet Maestro! Yes you read that breed mix correctly a daschund rottie!!! He is the size of a doxie but the head and coloring of a rottie. He is a kind and playful little pup and does amazing in all social situations. He is 1.5 yrs old and loves people. He was abandoned by his family and such a velcro love bug. He needs help with leash walking as it's obvious he wasnt walked. You can tell he was loved as there are no signs of abuse and he is very trusting. He will be neutered soon and will need 1-3 weeks of crate training to help with being house broken. He ignores cats, gives kisses to all dogs.If you would like to meet this handsome boy pls reach out! He's being fostered in Claremont Ca",https://post.rescueme.org/26-02-24-00296
Atlas,Great Pyrenees / Lab,Male,Young Adult,Merced County,No,Good,Unknown,Good,Low,Average,Yes,Unknown,,https://post.rescueme.org/26-02-24-00251
Pudding,Dachshund / Chihuahua,Female,Young Puppy,Los Angeles County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"PLEASE READ!!!  To adopt Pudding please fill out an application at frankielolaandfriends.com To see more of Pudding please visit and follow @lisachiarelli on Instagram  Meet Pudding,    Pudding is a 5 mos young chiweenie who is super sweet and happy go lucky. She would love a home with another dog to play with and a patient owner who is willing to do puppy training. Pudding loves exploring the yard and learning about all the things there are to love in life.   Pudding was part of an accidental litter and the owners were giving her and her siblings away. She has her whole life in front of her and deserves the best life. If you would like to meet this sweet sweet girl, fill out an application at frankielolaandfriends.com today!  *Adoption fee includes spay/neuter, vaccines, dewormer, flea treatment, and microchip  *NO out-of-state adoptions*  Requirements:  -No long work hours. -Ability to keep Pippi socialized with other balanced dogs. -Must be able to provide two walks per day. -Must have good structure and leadership.",https://post.rescueme.org/26-02-24-00207
Prince,Bull Terrier,Male,Puppy,San Bernardino County,No,Good,Good,Good,High,Average,No,Yes,"Very playful and fun loving,no aggression towards people or other dogs",https://post.rescueme.org/26-02-24-00165
Buster,French Bulldog / Maltese,Male,Puppy,Orange County,No,Good,Unknown,Good,Average,Average,No,No,"No out of state adoptions will be considered or accepted which includes Northern California we will not make exception at all. NEEDS to be local to Orange County.  Prefer Local - NO LA no La county --  He came this Guardian who was watching him but his old owners abandon him no longer wanted with his Guardian.  Guardian was highly allergic to him so thats why they had to give him up.   He very sweet however he did come to us very recently seems to be more scared of women then men - he totally ok with kids. WE think some where previous life he was abused which completely sad.   He did get his first set of vaccine recently DHPP, Boredella - he estimated to be 10 months old not neutered but we will be getting him neutered at some point.   Only way for him to gain confidence is for him to have another dog in the home to learn to be a dog , to gain trust in humans and learn he doesn't need to be so scared around us good human beings.     Anyone interested IN him please email us",https://post.rescueme.org/26-02-24-00163
Norman,Australian Cattle Dog,Male,Adult,Sacramento County,Yes,Unknown,Unknown,Good,Low,Submissive,Yes,Yes,"Norman is a 6-year-old Blue Heeler whose mom has suffered a stroke last month and can no longer be properly cared for. Not a speedster, but extremely loyal to owner and can adapt well.  Would love to place him in a loving home.",https://post.rescueme.org/26-02-24-00137
Brave,German Shepherd mix,Female,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Average,Yes,Yes,"PLEASE READ!!! To adopt Brave please fill out an application at frankielolaandfriends.com To see more of Brave please visit and follow @lisachiarelli on Instagram  Meet Brave!  Brave was rescued from an overcrowded shelter were she was surrendered by her prior owners for no fault of her own. She is about four years old, 55 pounds, and is a wonderful dog who is so much fun. Brave is great with other dogs and is crate and potty trained. She also walks nicely on a leash and is just a lovely and affectionate girl. She has so much love to give and is dreaming of her forever home!   If you are looking for a happy-go-lucky girl to go on walks or hikes with, Brave is your girl. She has been through so much adversity but has never lost her positive and joyful spirit. If you'd like to meet Brave, fill out an application at frankielolaandfriends.com today!   *Adoption fee includes spay/neuter, vaccines, dewormer, flea treatment, microchip, and two complimentary training session   *NO out-of-state adoptions*  Requirements:  -No long work hours. -Ability to keep Brave socialized with other balanced dogs. -Must be able to provide two walks per day. -Must have good structure and leadership.",https://post.rescueme.org/26-02-24-00110
Gidget,Chihuahua mix,Female,Young Adult,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Please visit our website for more information fochp.org,https://post.rescueme.org/26-02-24-00070
